SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,0
SenseDirtAgent,0.1,0.1,0
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,160
SenseDirtAgent,0.1,0.1,0
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,90
