BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,90
BestWorldModelAgent,0.1,0.1,40
BestReactiveAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,50
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,20
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,80
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,150
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,110
BestWorldModelAgent,0.1,0.1,40
BestReactiveAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,170
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,130
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,30
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,120
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,0
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,160
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,110
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,120
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,140
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,50
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,120
BestWorldModelAgent,0.1,0.1,40
BestReactiveAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,170
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,100
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,20
BestWorldModelAgent,0.1,0.1,130
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,160
BestReactiveAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,110
BestWorldModelAgent,0.1,0.1,130
BestReactiveAgent,0.1,0.1,140
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,50
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,40
BestReactiveAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,120
BestReactiveAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,40
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,140
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,140
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,90
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,160
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,140
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,110
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,90
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,120
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,130
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,130
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,50
BestWorldModelAgent,0.1,0.1,10
BestReactiveAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,80
BestReactiveAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,30
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,90
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,110
BestWorldModelAgent,0.1,0.1,80
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,100
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,150
BestReactiveAgent,0.1,0.1,130
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,100
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,140
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,150
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,120
BestReactiveAgent,0.1,0.1,110
SenseDirtAgent,0.1,0.1,90
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,30
BestReactiveAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,100
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,110
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,50
BestReactiveAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,80
BestReactiveAgent,0.1,0.1,100
SenseDirtAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,80
BestWorldModelAgent,0.1,0.1,60
BestReactiveAgent,0.1,0.1,60
SenseDirtAgent,0.1,0.1,10
SenseDirtAgent,0.1,0.1,60
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,70
BestWorldModelAgent,0.1,0.1,100
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,120
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,50
SenseDirtAgent,0.1,0.1,100
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,80
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,140
BestReactiveAgent,0.1,0.1,70
SenseDirtAgent,0.1,0.1,30
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.1,70
BestReactiveAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,20
SenseDirtAgent,0.1,0.1,90
BestWorldModelAgent,0.1,0.1,90
BestReactiveAgent,0.1,0.1,120
SenseDirtAgent,0.1,0.1,40
SenseDirtAgent,0.1,0.1,40
BestWorldModelAgent,0.1,0.2,110
BestReactiveAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,130
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,110
BestReactiveAgent,0.1,0.2,90
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,20
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,40
BestReactiveAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,50
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,20
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,30
BestReactiveAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,70
BestReactiveAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,70
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,120
BestReactiveAgent,0.1,0.2,110
SenseDirtAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,100
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,120
BestReactiveAgent,0.1,0.2,100
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,20
BestWorldModelAgent,0.1,0.2,70
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,20
BestWorldModelAgent,0.1,0.2,130
BestReactiveAgent,0.1,0.2,110
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,90
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,110
BestReactiveAgent,0.1,0.2,130
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,130
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,100
BestWorldModelAgent,0.1,0.2,80
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,100
BestWorldModelAgent,0.1,0.2,50
BestReactiveAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,100
BestWorldModelAgent,0.1,0.2,80
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,40
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,50
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,160
BestReactiveAgent,0.1,0.2,130
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,120
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,80
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,60
BestWorldModelAgent,0.1,0.2,120
BestReactiveAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,130
BestReactiveAgent,0.1,0.2,80
SenseDirtAgent,0.1,0.2,100
SenseDirtAgent,0.1,0.2,90
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,110
BestReactiveAgent,0.1,0.2,120
SenseDirtAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,110
BestWorldModelAgent,0.1,0.2,20
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,40
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,20
BestWorldModelAgent,0.1,0.2,90
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,10
BestWorldModelAgent,0.1,0.2,160
BestReactiveAgent,0.1,0.2,100
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,70
BestReactiveAgent,0.1,0.2,80
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,40
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,20
BestWorldModelAgent,0.1,0.2,140
BestReactiveAgent,0.1,0.2,130
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,20
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,20
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,10
BestReactiveAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,80
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,70
BestWorldModelAgent,0.1,0.2,130
BestReactiveAgent,0.1,0.2,70
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,110
BestWorldModelAgent,0.1,0.2,50
BestReactiveAgent,0.1,0.2,90
SenseDirtAgent,0.1,0.2,40
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,20
BestReactiveAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,50
BestReactiveAgent,0.1,0.2,90
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,10
SenseDirtAgent,0.1,0.2,80
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,60
SenseDirtAgent,0.1,0.2,50
BestWorldModelAgent,0.1,0.2,60
BestReactiveAgent,0.1,0.2,50
SenseDirtAgent,0.1,0.2,20
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,40
BestReactiveAgent,0.1,0.2,30
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,30
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,0
BestWorldModelAgent,0.1,0.2,0
BestReactiveAgent,0.1,0.2,0
SenseDirtAgent,0.1,0.2,10
